City,Lat,Lon,Zipcode
Chicago,41.808415,-87.696591,60632
Chicago,41.811396,-87.703989,60632
Chicago,41.808046,-87.721214,60632
Chicago,41.807519,-87.730847,60632
Chicago,41.809331,-87.747814,60638
Chicago,41.816263,-87.724623,60632
Chicago,41.815493,-87.702425,60632
Chicago,41.813592,-87.693218,60632
Chicago,41.823412,-87.689661,60632
Chicago,41.828224,-87.694507,60632
Chicago,41.822186,-87.699663,60632
Chicago,41.831948,-87.677852,60608
Chicago,41.834081,-87.675623,60608
Chicago,41.912563,-87.76863,60639
Chicago,41.916917,-87.767165,60639
Chicago,41.915737,-87.785108,60639
Chicago,41.912214,-87.805782,60707
Chicago,41.92227,-87.80206,60707
Chicago,41.923788,-87.772337,60639
Chicago,41.922631,-87.760948,60639
Chicago,41.923971,-87.751152,60639
Chicago,41.916693,-87.749508,60639
Chicago,41.912725,-87.74365,60639
Chicago,41.922265,-87.739011,60639
Chicago,41.831278,-87.608766,60653
Chicago,41.972193,-87.703034,60625
Chicago,41.974705,-87.697926,60625
Chicago,41.973816,-87.713067,60625
Chicago,41.972225,-87.708675,60625
Chicago,41.982966,-87.711443,60659
Chicago,41.990215,-87.708573,60659
Chicago,41.988313,-87.703062,60659
Chicago,41.984785,-87.701582,60659
Chicago,41.98122,-87.705173,60625
Chicago,41.990634,-87.697054,60659
Chicago,41.986751,-87.68993,60659
Chicago,41.969656,-87.689535,60625
Chicago,41.960992,-87.700973,60618
Chicago,41.957552,-87.697771,60618
Chicago,41.953785,-87.69078,60618
Chicago,41.950319,-87.688089,60618
Chicago,41.954123,-87.704444,60618
Chicago,41.946098,-87.702993,60618
Chicago,41.941492,-87.700892,60618
Chicago,41.939522,-87.705269,60618
Chicago,41.938659,-87.692997,60618
Chicago,41.933919,-87.690785,60618
Chicago,41.933833,-87.702252,60618
Chicago,41.931524,-87.711572,60647
Chicago,41.92468,-87.700576,60647
Chicago,41.912247,-87.67723,60647
Chicago,41.905488,-87.709459,60651
Chicago,41.903968,-87.72109,60651
Chicago,41.898947,-87.716519,60651
Chicago,41.895325,-87.721594,60651
Chicago,41.886233,-87.71468,60624
Chicago,41.879299,-87.725496,60624
Chicago,41.88053,-87.730723,60624
Chicago,41.881864,-87.733415,60624
Chicago,41.872872,-87.753336,60644
Chicago,41.877589,-87.769366,60644
Chicago,41.88001,-87.770273,60644
Chicago,41.878315,-87.76489,60644
Chicago,41.923806,-87.784325,60639
Chicago,41.92725,-87.784884,60639
Chicago,41.921025,-87.797411,60707
Chicago,41.913501,-87.798766,60707
Chicago,41.909284,-87.78202,60639
Chicago,41.909398,-87.77574,60639
Chicago,41.923656,-87.80475,60707
Chicago,41.730226,-87.546507,60617
Chicago,41.657268,-87.60645,60827
Chicago,41.953497,-87.807168,60634
Chicago,41.948838,-87.806846,60634
Chicago,41.935167,-87.79579,60634
Chicago,41.934739,-87.784391,60634
Chicago,41.944648,-87.824259,60634
Chicago,41.944862,-87.815646,60634
Chicago,41.944851,-87.79926,60634
Chicago,41.79489,-87.584048,60637
Chicago,41.79947,-87.584165,60615
Chicago,41.89257,-87.614492,60611
Chicago,41.877761,-87.654822,60607
Chicago,41.899624,-87.668393,60622
Chicago,41.879248,-87.640007,60606
Chicago,41.878391,-87.641006,60606
Chicago,41.8807,-87.63947,60606
Chicago,41.926752,-87.634457,60614
Chicago,41.856802,-87.633879,60605
Chicago,41.884576,-87.63189,60601
Chicago,41.885613,-87.641868,60661
Chicago,41.882157,-87.641082,60661
Chicago,41.867132,-87.641095,60607
Chicago,41.875866,-87.640745,60607
Chicago,41.883459,-87.641163,60661
Chicago,41.909404,-87.677711,60622
Chicago,41.910578,-87.649422,60642
Chicago,41.879356,-87.629791,60604
Chicago,41.881311,-87.629541,60603
Chicago,41.884181,-87.629641,60602
Chicago,41.888611,-87.644442,60661
Chicago,41.89186,-87.62062,60611
Chicago,41.896802,-87.635638,60610
Chicago,41.877716,-87.635343,60606
Chicago,41.891599,-87.648389,60642
Chicago,41.880422,-87.642746,60661
Chicago,41.893821,-87.641806,60654
Chicago,41.87594,-87.630611,60602
Chicago,41.880937,-87.616783,60601
Chicago,41.897764,-87.642884,60610
Chicago,41.914723,-87.643374,60614
Chicago,41.91021,-87.6435,60610
Chicago,41.869388,-87.655475,60607
Chicago,41.851511,-87.61886,60616
Chicago,41.876166,-87.624432,60602
Chicago,41.886049,-87.62435,60601
Chicago,41.90096,-87.623777,60611
Chicago,41.897639,-87.623514,60611
Chicago,41.883779,-87.624686,60601
Chicago,41.881222,-87.62409,60601
Chicago,41.858086,-87.651073,60608
Chicago,41.894551,-87.653453,60642
Chicago,41.885483,-87.652305,60607
Chicago,41.8653,-87.617999,60605
Chicago,41.896372,-87.661,60642
Chicago,41.90068,-87.6626,60642
Chicago,41.896361,-87.654083,60642
Chicago,41.902924,-87.637715,60610
Chicago,41.857611,-87.619407,60605
Chicago,41.858182,-87.656501,60608
Chicago,41.87464,-87.65703,60607
Chicago,41.925597,-87.658368,60614
Chicago,41.918289,-87.636335,60610
Chicago,41.925602,-87.653708,60614
Chicago,41.910613,-87.653211,60642
Chicago,41.913688,-87.652855,60614
Chicago,41.873958,-87.62774,60602
Chicago,41.884724,-87.628054,60601
Chicago,41.877181,-87.627844,60604
Chicago,41.886844,-87.622411,60601
Chicago,41.867173,-87.625955,60605
Chicago,41.894728,-87.634423,60654
Chicago,41.89993,-87.63443,60610
Chicago,41.932456,-87.652698,60657
Chicago,41.907647,-87.67259,60622
Chicago,41.88268,-87.632473,60602
Chicago,41.911338,-87.638682,60610
Chicago,41.865234,-87.666507,60608
Chicago,41.854863,-87.66366,60608
Chicago,41.956061,-87.668869,60613
Chicago,41.907066,-87.667252,60622
Chicago,41.903455,-87.66788,60622
Chicago,41.891082,-87.666687,60642
Chicago,41.88541,-87.66732,60612
Chicago,41.936083,-87.669807,60657
Chicago,41.928829,-87.668553,60614
Chicago,41.918495,-87.652239,60614
Chicago,41.802619,-87.590371,60615
Chicago,41.857462,-87.661616,60608
Chicago,41.973767,-87.659668,60640
Chicago,41.9376,-87.644044,60657
Chicago,41.978353,-87.659753,60640
Chicago,41.945514,-87.646477,60657
Chicago,41.931241,-87.644363,60657
Chicago,41.952833,-87.649993,60613
Chicago,41.965311,-87.65874,60640
Chicago,41.903042,-87.697522,60647
Chicago,41.922647,-87.697093,60647
Chicago,41.910461,-87.696903,60647
Chicago,41.83483,-87.617903,60616
Chicago,41.910535,-87.689556,60647
Chicago,41.874245,-87.639577,60607
Chicago,41.882091,-87.639833,60661
Chicago,41.890435,-87.622081,60611
Chicago,41.907781,-87.685854,60622
Chicago,41.957913,-87.649733,60613
Chicago,41.961004,-87.649603,60613
Chicago,41.967968,-87.650001,60640
Chicago,41.89674,-87.630749,60610
Chicago,41.90293,-87.631323,60610
Chicago,41.967119,-87.667479,60640
Chicago,41.915762,-87.634605,60610
Chicago,41.961554,-87.666266,60613
Chicago,41.911967,-87.631948,60610
Chicago,41.907993,-87.631501,60610
Chicago,41.936497,-87.647539,60657
Chicago,41.973331,-87.667804,60640
Chicago,41.918216,-87.656936,60614
Chicago,41.85795,-87.640826,60607
Chicago,41.904621,-87.640575,60610
Chicago,41.874998,-87.673263,60612
Chicago,41.816498,-87.606601,60653
Chicago,41.822985,-87.6071,60653
Chicago,41.920089,-87.677965,60647
Chicago,41.895656,-87.677106,60622
Chicago,41.916027,-87.67732,60622
Chicago,41.8492,-87.67564,60608
Chicago,41.854984,-87.67562,60608
Chicago,41.903236,-87.678452,60622
Chicago,41.891272,-87.676844,60622
Chicago,41.967129,-87.679041,60625
Chicago,41.881391,-87.674894,60612
Chicago,41.940538,-87.678635,60618
Chicago,41.963191,-87.679247,60625
Chicago,41.935879,-87.678476,60618
Chicago,41.898944,-87.629911,60610
Chicago,41.932601,-87.636403,60657
Chicago,41.843581,-87.645453,60616
Chicago,41.838198,-87.645143,60616
Chicago,41.838482,-87.608144,60616
Chicago,41.885924,-87.635525,60606
Chicago,41.884078,-87.648684,60607
Chicago,41.932595,-87.665939,60657
Chicago,41.925412,-87.665848,60614
Chicago,41.809835,-87.599383,60653
Chicago,41.857507,-87.64605,60607
Chicago,41.853801,-87.646606,60608
Chicago,41.830674,-87.647077,60609
Chicago,41.827057,-87.64572,60609
Chicago,41.847201,-87.646819,60608
Chicago,41.909554,-87.648117,60642
Chicago,41.919936,-87.64883,60614
Chicago,41.933056,-87.647757,60657
Chicago,41.881852,-87.648918,60607
Chicago,41.864819,-87.647128,60607
Chicago,41.871802,-87.646637,60607
Chicago,41.943662,-87.648917,60657
Chicago,41.913866,-87.648845,60614
Chicago,41.871514,-87.669886,60612
Chicago,41.845712,-87.622495,60616
Chicago,41.838812,-87.621852,60616
Chicago,41.821661,-87.621409,60653
Chicago,41.867827,-87.62305,60605
Chicago,41.929567,-87.707857,60647
Chicago,41.799568,-87.594747,60615
Chicago,41.809851,-87.616279,60653
Chicago,41.890749,-87.63206,60654
Chicago,41.878201,-87.631879,60604
Chicago,41.80943,-87.591887,60615
Chicago,41.940754,-87.639196,60657
Chicago,41.91174,-87.626819,60610
Chicago,41.936669,-87.636794,60657
Chicago,41.925858,-87.638973,60614
Chicago,41.918078,-87.643747,60614
Chicago,41.921821,-87.64407,60614
Chicago,41.917805,-87.682437,60647
Chicago,41.910163,-87.682264,60622
Chicago,41.946176,-87.673308,60657
Chicago,41.956017,-87.680313,60618
Chicago,41.939304,-87.668278,60657
Chicago,41.932225,-87.658617,60657
Chicago,41.968897,-87.683976,60625
Chicago,41.943767,-87.671262,60657
Chicago,41.929458,-87.684167,60647
Chicago,41.877907,-87.662017,60607
Chicago,41.842017,-87.616922,60616
Chicago,41.824533,-87.616783,60653
Chicago,41.864059,-87.623727,60605
Chicago,41.857794,-87.624552,60605
Chicago,41.877847,-87.624093,60604
Chicago,41.896951,-87.621752,60611
Chicago,41.920286,-87.69264,60647
Chicago,41.912616,-87.681391,60647
Chicago,41.862425,-87.651156,60608
Chicago,41.837788,-87.651232,60608
Chicago,41.871737,-87.65103,60607
Chicago,41.849527,-87.640591,60616
Chicago,41.891766,-87.658794,60642
Chicago,41.888243,-87.63639,60654
Chicago,41.857901,-87.668745,60608
Chicago,41.961505,-87.671447,60613
Chicago,41.877702,-87.649654,60607
Chicago,41.954383,-87.648043,60613
Chicago,41.794831,-87.618806,60615
Chicago,41.865054,-87.656959,60608
Chicago,41.861231,-87.656642,60608
Chicago,41.939689,-87.658872,60657
Chicago,41.957959,-87.673578,60613
Chicago,41.954662,-87.673906,60613
Chicago,41.83677,-87.613381,60616
Chicago,41.883154,-87.651184,60607
Chicago,41.894641,-87.638257,60654
Chicago,41.907626,-87.638559,60610
Chicago,41.92214,-87.638897,60614
Chicago,41.943403,-87.679618,60618
Chicago,41.921687,-87.653714,60614
Chicago,41.936218,-87.653778,60657
Chicago,41.928712,-87.653833,60614
Chicago,41.958483,-87.655061,60613
Chicago,41.95432,-87.654435,60613
Chicago,41.969517,-87.654691,60640
Chicago,41.961921,-87.654642,60613
Chicago,41.795222,-87.580901,60615
Chicago,41.939298,-87.663742,60657
Chicago,41.957081,-87.664199,60613
Chicago,41.954151,-87.664312,60613
Chicago,41.943739,-87.66402,60657
Chicago,41.94815,-87.66394,60613
Chicago,41.935779,-87.663563,60657
Chicago,41.928782,-87.663908,60614
Chicago,41.894448,-87.622663,60611
Chicago,41.856594,-87.627542,60605
Chicago,41.841707,-87.626938,60616
Chicago,41.834734,-87.625813,60616
Chicago,41.831074,-87.627014,60616
Chicago,41.889188,-87.627539,60611
Chicago,41.897419,-87.628789,60654
Chicago,41.917756,-87.691451,60647
Chicago,41.926242,-87.630957,60657
Chicago,41.870754,-87.625736,60605
Chicago,41.891422,-87.626777,60611
Chicago,41.882154,-87.62512,60602
Chicago,41.830621,-87.641309,60609
Chicago,41.912202,-87.634664,60610
Chicago,41.906723,-87.635153,60610
Chicago,41.872567,-87.633508,60607
Chicago,41.85014,-87.632167,60616
Chicago,41.853099,-87.631843,60616
Chicago,41.854068,-87.685848,60608
Chicago,41.84847,-87.685109,60608
Chicago,41.902893,-87.687275,60622
Chicago,41.966505,-87.688447,60625
Chicago,41.915484,-87.687063,60647
Chicago,41.940127,-87.652977,60657
Chicago,41.869148,-87.671048,60612
Chicago,41.795264,-87.596471,60615
Chicago,41.874755,-87.64981,60607
Chicago,41.882861,-87.661212,60607
Chicago,41.866128,-87.607318,60605
Chicago,41.895958,-87.667766,60622
Chicago,41.950687,-87.6687,60613
Chicago,41.853803,-87.695831,60608
Chicago,41.831379,-87.618034,60616
Chicago,41.929546,-87.643118,60614
Chicago,41.809855,-87.606755,60653
Chicago,41.803003,-87.606619,60615
Chicago,41.929143,-87.649077,60614
Chicago,41.921525,-87.707322,60647
Chicago,41.793242,-87.587782,60637
Chicago,41.92412,-87.646373,60614
Chicago,41.928855,-87.659093,60614
Chicago,41.93131,-87.638686,60657
Chicago,41.969084,-87.674252,60640
Chicago,41.871262,-87.673688,60612
Chicago,41.78875,-87.601305,60637
Chicago,41.920766,-87.663772,60614
Chicago,41.916416,-87.666972,60642
Chicago,41.924347,-87.715425,60647
Chicago,41.930568,-87.723863,60647
Chicago,41.939389,-87.723581,60618
Chicago,41.935333,-87.716837,60618
Chicago,41.939398,-87.711599,60618
Chicago,41.931923,-87.701192,60647
Chicago,41.926657,-87.697716,60647
Chicago,41.924634,-87.68932,60647
Chicago,41.917513,-87.701786,60647
Chicago,41.917111,-87.710227,60647
Chicago,41.913952,-87.705123,60647
Chicago,41.909824,-87.705392,60651
Chicago,41.909659,-87.716651,60647
Chicago,41.918106,-87.69695,60647
Chicago,41.98032,-87.71614,60625
Chicago,41.982273,-87.708914,60625
Chicago,41.961119,-87.728969,60641
Chicago,41.90352,-87.643331,60610
Chicago,41.891044,-87.610574,60611
Chicago,41.887918,-87.774484,60644
Chicago,41.984032,-87.660283,60660
Chicago,42.010627,-87.662443,60626
Chicago,41.766407,-87.565704,60649
Chicago,41.781069,-87.576036,60649
Chicago,41.883274,-87.636517,60606
Chicago,41.886882,-87.62595,60601
Chicago,41.88635,-87.61753,60601
Chicago,41.88692,-87.612814,60611
Chicago,41.884616,-87.619529,60601
Chicago,41.886077,-87.630884,60601
Chicago,41.872862,-87.623963,60605
Chicago,41.884554,-87.706293,60624
Chicago,41.885921,-87.735392,60624
Chicago,41.88765,-87.765528,60644
Chicago,41.884432,-87.696292,60612
Chicago,41.885482,-87.716864,60624
Chicago,41.853538,-87.70503,60623
Chicago,41.887834,-87.75571,60644
Chicago,41.88686,-87.74529,60644
Chicago,41.885368,-87.726528,60624
Chicago,41.802409,-87.586964,60615
Chicago,41.876416,-87.620351,60605
Chicago,41.856237,-87.613375,60605
Chicago,41.867241,-87.61532,60605
Chicago,41.849123,-87.695165,60608
Chicago,41.84404,-87.695315,60608
Chicago,41.880118,-87.763231,60644
Chicago,41.872994,-87.764516,60644
Chicago,41.791478,-87.599838,60637
Chicago,41.791882,-87.583983,60637
Chicago,41.773529,-87.577395,60649
Chicago,41.780631,-87.606112,60637
Chicago,41.773715,-87.605643,60637
Chicago,41.787939,-87.588576,60637
Chicago,41.794293,-87.601449,60637
Chicago,41.780079,-87.615865,60637
Chicago,41.785123,-87.601097,60637
Chicago,41.799354,-87.600984,60615
Chicago,41.778864,-87.58666,60637
Chicago,41.773467,-87.585323,60649
Chicago,41.784101,-87.613322,60637
Chicago,41.773681,-87.567373,60649
Chicago,41.791534,-87.607801,60637
Chicago,41.793455,-87.615854,60637
Chicago,41.780416,-87.591358,60637
Chicago,41.8776,-87.745389,60644
Chicago,41.87214,-87.746593,60644
Chicago,41.894856,-87.774564,60651
Chicago,41.880214,-87.755379,60644
Chicago,41.880271,-87.77447,60644
Chicago,41.894952,-87.764913,60651
Chicago,41.8758,-87.755321,60644
Chicago,41.880712,-87.740998,60644
Chicago,41.816239,-87.634798,60609
Chicago,41.79497,-87.633126,60609
Chicago,41.809316,-87.633459,60609
Chicago,41.780083,-87.629756,60621
Chicago,41.844568,-87.715911,60623
Chicago,41.965865,-87.69364,60625
Chicago,41.8899,-87.634291,60654
Chicago,41.894871,-87.632316,60654
Chicago,41.867481,-87.632168,60607
Chicago,41.870838,-87.631067,60605
Chicago,41.866613,-87.694521,60612
Chicago,41.866541,-87.706489,60624
Chicago,41.914506,-87.667963,60622
Chicago,41.912931,-87.664049,60642
Chicago,41.892242,-87.611949,60611
Chicago,41.948817,-87.740014,60641
Chicago,41.890016,-87.636644,60654
Chicago,41.895764,-87.620079,60611
Chicago,41.878103,-87.639962,60606
Chicago,41.998262,-87.787131,60646
Chicago,42.002832,-87.784769,60714
Chicago,41.801743,-87.645234,60609
Chicago,42.019139,-87.673585,60626
Chicago,42.007985,-87.66541,60626
Chicago,41.94008,-87.645499,60657
Chicago,42.009052,-87.674198,60626
Chicago,42.012584,-87.674305,60626
Chicago,42.01957,-87.669566,60626
Chicago,42.015962,-87.67498,60626
Chicago,41.999248,-87.671368,60626
Chicago,42.004586,-87.661285,60626
Chicago,42.020889,-87.665003,60626
Chicago,42.016905,-87.677744,60626
Chicago,42.004451,-87.672419,60626
Chicago,42.01597,-87.668651,60626
Chicago,42.012123,-87.682912,60645
Chicago,42.012733,-87.66603,60626
Chicago,42.019272,-87.684515,60645
Chicago,42.008587,-87.690417,60645
Chicago,41.990965,-87.682843,60659
Chicago,41.994165,-87.689476,60659
Chicago,42.004571,-87.680654,60645
Chicago,41.983675,-87.696415,60659
Chicago,42.001813,-87.688847,60645
Chicago,42.018935,-87.690047,60645
Chicago,42.012335,-87.688281,60645
Chicago,41.990261,-87.693376,60659
Chicago,41.961079,-87.695445,60618
Chicago,41.966694,-87.708092,60625
Chicago,41.953709,-87.740584,60641
Chicago,41.960648,-87.745391,60641
Chicago,41.961058,-87.705873,60618
Chicago,41.961055,-87.73573,60630
Chicago,41.965941,-87.70091,60625
Chicago,41.961157,-87.716618,60618
Chicago,41.954483,-87.749574,60641
Chicago,41.975674,-87.709303,60625
Chicago,41.968352,-87.711865,60625
Chicago,41.953378,-87.731977,60641
Chicago,41.95363,-87.709307,60618
Chicago,41.91413,-87.716795,60647
Chicago,41.924071,-87.676508,60647
Chicago,41.949908,-87.713966,60618
Chicago,41.947389,-87.71759,60618
Chicago,41.938425,-87.697959,60618
Chicago,41.952162,-87.698054,60618
Chicago,41.945254,-87.706666,60618
Chicago,41.924562,-87.727884,60639
Chicago,41.953956,-87.719143,60618
Chicago,41.900258,-87.696584,60622
Chicago,41.895439,-87.706142,60622
Chicago,41.890466,-87.702681,60612
Chicago,41.902711,-87.709232,60651
Chicago,41.758742,-87.566461,60649
Chicago,41.758677,-87.586906,60649
Chicago,41.766603,-87.576441,60649
Chicago,41.762268,-87.559171,60649
Chicago,41.751812,-87.565228,60649
Chicago,41.757122,-87.575881,60649
Chicago,41.757869,-87.549376,60649
Chicago,41.751169,-87.585345,60617
Chicago,41.766466,-87.586462,60649
Chicago,41.751812,-87.578508,60649
Chicago,41.751721,-87.552798,60617
Chicago,41.744522,-87.565105,60617
Chicago,41.74338,-87.622872,60619
Chicago,41.747339,-87.580018,60617
Chicago,41.743941,-87.575255,60617
Chicago,41.74461,-87.551204,60617
Chicago,41.750952,-87.613788,60619
Chicago,41.736678,-87.622714,60619
Chicago,41.751286,-87.597489,60619
Chicago,41.75078,-87.624433,60619
Chicago,41.743444,-87.604854,60619
Chicago,41.74657,-87.586001,60617
Chicago,41.743108,-87.614798,60619
Chicago,41.744119,-87.599056,60619
Chicago,41.769266,-87.628209,60621
Chicago,41.758359,-87.61414,60619
Chicago,41.758497,-87.606491,60619
Chicago,41.780572,-87.585198,60637
Chicago,41.765736,-87.605071,60619
Chicago,41.757948,-87.63122,60620
Chicago,41.765495,-87.616947,60619
Chicago,41.759139,-87.59577,60619
Chicago,41.765283,-87.621806,60619
Chicago,41.753175,-87.605023,60619
Chicago,41.802247,-87.618068,60615
Chicago,41.766024,-87.611725,60637
Chicago,41.814103,-87.597014,60653
Chicago,41.823055,-87.626566,60609
Chicago,41.816662,-87.619377,60653
Chicago,41.75695,-87.624625,60619
Chicago,41.796619,-87.625916,60609
Chicago,41.805753,-87.592465,60615
Chicago,41.779826,-87.634827,60621
Chicago,41.814,-87.666647,60609
Chicago,41.768896,-87.635804,60621
Chicago,41.783182,-87.65437,60636
Chicago,41.786631,-87.655848,60636
Chicago,41.834523,-87.631819,60616
Chicago,41.808322,-87.656523,60609
Chicago,41.794226,-87.655092,60609
Chicago,41.779408,-87.644607,60621
Chicago,41.842795,-87.6355,60616
Chicago,41.768913,-87.652935,60621
Chicago,41.80812,-87.645624,60609
Chicago,41.841655,-87.65746,60608
Chicago,41.775399,-87.654312,60621
Chicago,41.769018,-87.644624,60621
Chicago,41.793441,-87.664405,60636
Chicago,41.794111,-87.675493,60609
Chicago,41.799654,-87.657196,60609
Chicago,41.81913,-87.643299,60609
Chicago,41.793036,-87.645038,60621
Chicago,41.786795,-87.666142,60636
Chicago,41.802999,-87.664689,60609
Chicago,41.786049,-87.674189,60636
Chicago,41.768697,-87.664047,60636
Chicago,41.823578,-87.650908,60609
Chicago,41.774072,-87.663739,60636
Chicago,41.800907,-87.674684,60609
Chicago,41.805646,-87.683451,60609
Chicago,41.779351,-87.664899,60636
Chicago,41.808227,-87.67721,60609
Chicago,41.787593,-87.644896,60621
Chicago,41.808838,-87.664581,60609
Chicago,41.830774,-87.6325,60609
Chicago,41.779899,-87.650934,60621
Chicago,41.838352,-87.635409,60616
Chicago,41.830757,-87.655833,60608
Chicago,41.828737,-87.680654,60609
Chicago,41.823428,-87.665584,60609
Chicago,41.830107,-87.670307,60609
Chicago,41.826708,-87.683151,60609
Chicago,41.839158,-87.665696,60608
Chicago,41.823191,-87.67669,60609
Chicago,41.848085,-87.715095,60623
Chicago,41.844515,-87.702163,60623
Chicago,41.875668,-87.715493,60624
Chicago,41.848195,-87.705454,60623
Chicago,41.880858,-87.727963,60624
Chicago,41.861921,-87.69348,60608
Chicago,41.874322,-87.725872,60624
Chicago,41.894732,-87.756894,60644
Chicago,41.877902,-87.736034,60624
Chicago,41.853877,-87.715149,60623
Chicago,41.873607,-87.704883,60612
Chicago,41.855183,-87.654194,60608
Chicago,41.841397,-87.685086,60608
Chicago,41.895685,-87.672059,60622
Chicago,41.910424,-87.670059,60622
Chicago,41.901303,-87.677434,60622
Chicago,41.899152,-87.672203,60622
Chicago,41.895493,-87.68201,60622
Chicago,41.889501,-87.688166,60612
Chicago,41.903006,-87.683775,60622
Chicago,41.892014,-87.68941,60612
Chicago,41.903136,-87.673898,60622
Chicago,41.898425,-87.686607,60622
Chicago,41.886585,-87.65846,60607
Chicago,41.872165,-87.661434,60607
Chicago,41.877609,-87.673909,60612
Chicago,41.885937,-87.677029,60612
Chicago,41.880419,-87.65564,60607
Chicago,41.879784,-87.686043,60612
Chicago,41.884067,-87.656953,60607
Chicago,41.88306,-87.6571,60607
Chicago,41.878143,-87.643919,60661
Chicago,41.884617,-87.644504,60661
Chicago,41.868797,-87.659104,60607
Chicago,41.867385,-87.648649,60607
Chicago,41.866523,-87.684544,60608
Chicago,41.871432,-87.640958,60607
Chicago,41.884132,-87.654257,60607
Chicago,41.870168,-87.639475,60607
Chicago,41.87299,-87.669156,60612
Chicago,41.868605,-87.686228,60612
Chicago,41.874627,-87.686421,60612
Chicago,41.889887,-87.671512,60622
Chicago,41.975607,-87.679457,60625
Chicago,41.961545,-87.691183,60625
Chicago,41.974904,-87.692735,60625
Chicago,41.979801,-87.677639,60640
Chicago,41.979903,-87.681927,60625
Chicago,41.963024,-87.684798,60618
Chicago,41.968736,-87.696163,60625
Chicago,41.975597,-87.701434,60625
Chicago,41.876299,-87.629146,60602
Chicago,41.879319,-87.631946,60604
Chicago,41.879427,-87.635492,60606
Chicago,41.880259,-87.63518,60606
Chicago,41.874967,-87.633126,60607
Chicago,41.872109,-87.629569,60605
Chicago,41.879473,-87.625722,60604
Chicago,41.852638,-87.626502,60616
Chicago,41.854048,-87.619154,60616
Chicago,41.86038,-87.625787,60605
Chicago,41.903247,-87.634328,60610
Chicago,41.890166,-87.626084,60611
Chicago,41.894443,-87.617848,60611
Chicago,41.902315,-87.627679,60611
Chicago,41.891052,-87.635483,60654
Chicago,41.899392,-87.648517,60642
Chicago,41.89577,-87.626197,60611
Chicago,41.906861,-87.62622,60610
Chicago,41.898625,-87.621919,60611
Chicago,41.894011,-87.629363,60654
Chicago,41.900248,-87.643009,60610
Chicago,41.889187,-87.638523,60654
Chicago,41.898193,-87.637557,60610
Chicago,41.907224,-87.655749,60642
Chicago,41.931864,-87.677784,60647
Chicago,41.924018,-87.635879,60614
Chicago,41.946631,-87.683342,60618
Chicago,41.954279,-87.686119,60618
Chicago,41.94665,-87.694636,60618
Chicago,41.94304,-87.687358,60618
Chicago,41.939343,-87.683273,60618
Chicago,41.948802,-87.675234,60613
Chicago,41.961424,-87.67622,60613
Chicago,41.944535,-87.654764,60657
Chicago,41.949189,-87.654467,60613
Chicago,41.949388,-87.646415,60613
Chicago,41.949067,-87.64862,60613
Chicago,41.950872,-87.65918,60613
Chicago,41.965814,-87.64548,60613
Chicago,41.968897,-87.657696,60640
Chicago,41.97162,-87.65011,60640
Chicago,41.984043,-87.652303,60660
Chicago,41.983573,-87.669171,60660
Chicago,41.990427,-87.669842,60660
Chicago,41.977967,-87.668885,60640
Chicago,41.994823,-87.660281,60660
Chicago,41.98974,-87.660114,60660
Chicago,41.946251,-87.731051,60641
Chicago,41.759143,-87.663485,60636
Chicago,41.765144,-87.644094,60621
Chicago,41.751975,-87.663646,60620
Chicago,41.737357,-87.548469,60617
Chicago,41.738308,-87.531119,60617
Chicago,41.728195,-87.549363,60617
Chicago,41.737219,-87.572728,60617
Chicago,41.736765,-87.582835,60617
Chicago,41.731393,-87.585794,60617
Chicago,41.72827,-87.597279,60619
Chicago,41.729309,-87.611042,60619
Chicago,41.721937,-87.622758,60619
Chicago,41.719026,-87.608343,60628
Chicago,41.718718,-87.597019,60628
Chicago,41.726162,-87.566278,60617
Chicago,41.722142,-87.578932,60617
Chicago,41.736517,-87.601182,60619
Chicago,41.713866,-87.530902,60617
Chicago,41.712612,-87.534704,60617
Chicago,41.713233,-87.551107,60617
Chicago,41.713305,-87.565877,60617
Chicago,41.702844,-87.560025,60617
Chicago,41.717853,-87.564592,60617
Chicago,41.704658,-87.528355,60617
Chicago,41.680817,-87.538008,60617
Chicago,41.666257,-87.557227,60633
Chicago,41.659068,-87.550776,60633
Chicago,41.651902,-87.539559,60633
Chicago,41.649831,-87.54785,60633
Chicago,41.685876,-87.573896,60633
Chicago,41.656986,-87.598515,60827
Chicago,41.658411,-87.610766,60827
Chicago,41.709664,-87.590255,60628
Chicago,41.707329,-87.607677,60628
Chicago,41.707166,-87.618408,60628
Chicago,41.700153,-87.61228,60628
Chicago,41.6916,-87.610007,60628
Chicago,41.695033,-87.598627,60628
Chicago,41.688024,-87.621195,60628
Chicago,41.670685,-87.622707,60628
Chicago,41.668661,-87.637074,60628
Chicago,41.890846,-87.618717,60611
Chicago,41.89523,-87.748195,60651
Chicago,41.733755,-87.558352,60617
Chicago,41.653699,-87.617025,60827
Chicago,41.679803,-87.620713,60628
Chicago,41.687015,-87.621071,60628
Chicago,41.68802,-87.53657,60617
Chicago,41.707369,-87.594106,60628
Chicago,41.705604,-87.603035,60628
Chicago,41.692616,-87.615446,60628
Chicago,41.6926,-87.628187,60628
Chicago,41.687497,-87.655433,60643
Chicago,41.684516,-87.670697,60643
Chicago,41.691149,-87.681285,60655
Chicago,41.692399,-87.700958,60655
Chicago,41.691281,-87.712897,60655
Chicago,41.70583,-87.717178,60655
Chicago,41.703642,-87.701354,60655
Chicago,41.704607,-87.681124,60643
